Name,Effects
Environment Mod,"The study of the earth’s climates and landscapes have led you to invent more new ways to capture Pokémon with your home crafted Poké Balls. After 1 hour of work with your Poké Ball smith kit, change any Great Ball or Ultra Ball into an Arctic Ball, Mountain Ball, Desert Ball, Grassland Ball, Rainforest Ball, Forest Ball, Tundra Ball, Taiga Ball, Marsh Ball, Beach Ball, Freshwater Ball, Urban Ball or Cave Ball."
False Swipe,"By training your Pokémon carefully, they have become much better at readying Pokémon for your capture. 1/day when issuing a command to one of your Pokémon who you’ve owned for at least a week, you may add this effect to a move they are using, “This attack cannot be used to knock out a target. Instead, the target will still have 1 HP no matter how much damage it would have dealt.”"
Advanced Design,"You’ve invented, created, and designed many Poké Balls so naturally any store-bought balls are easy to replicate. After 1 hour of work with your Poké Ball smith kit, change any Poké Ball into any of your Type Mod balls, Time Mod balls, Environment Mod balls, or a Premier Ball, Fast Ball, Friend Ball, Heal Ball, Heavy Ball, Level Ball, Love Ball, Luxury Ball, Moon Ball, Nest Ball, Cherish Ball, Dream Ball, Park Ball, Safari Ball, or Sport Ball."
Save Ball,"With gentle modification and substantial care put into this special modification, you’ve created a Poké Ball that can capture an unconscious wild Pokémon without harming its psyche. Once per week, after 10 hours of work with your Poké Ball smith kit, combine a total of 5 of your crafted Great Balls or modified Poké Balls into one Save Ball."
Master Mod,"All of your work has led to this design, the absolute strongest Poké Ball that you can make. Once per week, after 10 hours of work with your Poké Ball smith kit, combine a total of 10 of your crafted Great Balls or modified Poké Balls into one Master Ball."
Camera Flash,"At the right angle, your camera can be used for more than pictures. Once per turn, whenever you use your action to take a picture, you may also use the move Flash."
Pester Ball A,"In learning about Poké photography, you studied the mechanics of the pester balls that were used for setting up the perfect pictures. You can make the simplest ones. 3/day, you can spend 30 mins to build a Pester Ball A. If thrown, use the move Supersonic. Your pester balls lose their charges and need to be rebuilt if they are not used within 72 hours."
Supersonic - Ranged(10ft) Normal Effect,"At-Will. Supersonic has -8 during Accuracy Check. On hit, the target is Confused."
Rapid Shot,"With a steady, but nimble, shutter finger you can quickly take masterful shot in stressful situations. When you take a picture as an action with your camera, you can take three pictures of different targets during your turn. Also, you may take a picture of anything during another trainer’s action or a Pokémon’s action as a free action if you have taken less than 3 pictures so far that round. You may combine any other Photographer features with this action if those actions require taking a picture."
Pester Ball B,"The next pester ball you learned to recreate is a bit more dangerous, but could be useful in a pinch. 3/day, you can spend 30 mins to build a Pester Ball A. If thrown, use the move Taunt. Your pester balls lose their charges and need to be rebuilt if they are not used within 72 hours."
Quick Study,"After shooting an attack on your camera, you quickly supply your Pokémon with ready advice against a repeat attack. Whenever you take a picture of a foe’s attack during combat, for the remainder of combat your foes have -1 during accuracy check when using the same attack against you or any allies within 30ft of you."
Close Examination,"Your quick study gives away more than a foe’s strength, it exposes their weaknesses. Whenever you take a picture of a foe during combat, for the remainder of combat treat that foe as if it has been exposed by the moves Foresight and Miracle Eye. In addition, once per combat, you may treat a photographed foe as if your Pokémon has used Laser Focus against the photographed foe"
