Pokemon,DexNo,Form,NormalPortrait,ShinyPortrait,HP,Attack,Defense,Special Attack,Special Defense,Speed,Type1,Type2,Move 1,Move 2,Move 3,Size,Weight,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill 6,Skill 7,Passive 1,Passive 2,Passive 3,Passive 4,Passive 5,Passive 6,Passive 7,Proficiency 1,Proficiency 2,Proficiency 3,Proficiency 4,Proficiency 5,Proficiency 6,Proficiency 7,Proficiency 8,EggGroup1,EggGroup2,Egg Hatch Rate,Habitat 1,Habitat 2,Habitat 3,Habitat 4,Habitat 5,Diet,Rarity,Base Form,Special Form Type,Gigantamax Move,Evolves From,Stage,Legendary HP,Move 4,Move 5,Move 6,Legendary Move 1,Legendary Move 2,Legendary Move 3,Legendary Move 4,Legenadary Passive 1,Legenadary Passive 2,Legenadary Passive 3,Legendary Feature 1,Legendary Feature 2
Sunkern,191,Base,sunkern,sunkern,18,3,3,3,3,3,Grass,,Absorb,Ingrain,Grass Whistle,Small,Featherweight,Sprouter,,,,,,,Growth,Chlorophyll,,,,,,Grass,Floral,,,,,,"Grass Whistle, Ingrain, Morning Sun",Grass,,10 Days,Field,Meadows,,,,Phototroph,Uncommon,,,,,1,,,,,,,,,,,,,
Sunflora,192,Base,sunflora,sunflora,48,8,6,11,9,3,Grass,,Giga Drain,Solar Beam,Sunny Day,Small,Light,Sprouter,,,,,,,Growth,Chlorophyll,Early Bird,Solar Power,,,,Grass,Floral,,,,,,"Grass Whistle, Ingrain, Morning Sun, Flower Shield",Grass,,10 Days,Field,Meadows,,,,Phototroph,Uncommon,,,,Sunkern,3,,,,,,,,,,,,,
Yanma,193,Base,yanma,yanma,42,7,5,8,5,10,Bug,Flying,Quick Attack,Supersonic,Air Slash,Medium,Medium,Flight,,,,,,,Screech,Compound Eyes,,,,,,Bug,Flying,Winged,,,,,,Bug,,10 Days,Swamp,Woodlands,,,,Omnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Wooper,194,Base,wooper,wooper,36,5,5,3,3,2,Water,Ground,Water Gun,Mud Shot,Slam,Small,Light,Fountain,Gilled,Swimmer,,,,,Tail Whip,Damp,,,,,,Ground,Water,Elemental Attacks I,,,,,,Water1,Field,10 Days,Lakes,Marsh,Ponds,Rivers,,Omnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Quagsire,195,Base,quagsire,quagsire,60,9,9,7,7,4,Water,Ground,Mud Bomb,Muddy Water,Yawn,Medium,Heavy,Fountain,Gilled,Swimmer,,,,,Amnesia,Tail Whip,Damp,Water Absorb,,,,Ground,Water,Elemental Attacks I,,,,,,Water1,Field,10 Days,Lakes,Marsh,Ponds,Rivers,,Omnivore,Uncommon,,,,Wooper,3,,,,,,,,,,,,,
Espeon,196,Base,espeon,espeon,42,7,6,13,10,11,Psychic,,Confusion,Morning Sun,Psychic,Medium,Medium,Telekinetic,Tracker,,,,,,Charm,Calm Mind,Adaptability,Magic Bounce,Synchronize,,,Cutesy,Psychic,,,,,,"Heal Bell, Morning Sun",Field,,10 Days,Forest,Urban,,,,Omnivore,Uncommon,,,,Eevee,3,,,,,,,,,,,,,
Umbreon,197,Base,umbreon,umbreon,60,7,11,6,13,7,Dark,,Pursuit,Assurance,Moonlight,Medium,Medium,Glow,Mind Lock,Tracker,,,,,Charm,Screech,Adaptability,Inner Focus,Synchronize,,,Cutesy,Dark,,,,,,"Heal Bell, Moonlight",Field,,10 Days,Forest,Urban,,,,Omnivore,Uncommon,,,,Eevee,3,,,,,,,,,,,,,
Murkrow,198,Base,murkrow,murkrow,36,9,4,9,4,9,Dark,Flying,Astonish,Pursuit,Wing Attack,Small,Featherweight,Flight,,,,,,,Super Luck,Insomnia,,,,,,Dark,Flying,Avian,Hexwork,Tricky,Winged,,,Flying,,10 Days,Forest,Swamp,Urban,Woodlands,,Omnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Slowking,199,Base,slowking,slowking,60,7,8,11,11,3,Poison,Psychic,Water Pulse,Slack Off,Eerie Spell,Medium,Heavy,Swimmer,Telekinetic,Intelligence,,,,,Amnesia,Withdraw,Own Tempo,Regenerator,Quick Draw,,,Psychic,Water,Glutton,Weird,Poison,,,"Slack Off, Eerie Spell, Razor Shell",Monster,Water1,10 Days,Beach,Wetlands,,,,Herbivore,Uncommon,,,,Slowpoke,3,,,,,,,,,,,,,
Slowking,199,Base/Galarian,slowking-galar,slowking-galar,60,8,8,10,11,3,Water,Psychic,Water Pulse,Swagger,Heal Pulse,Medium,Heavy,Fountain,Intelligence,Swimmer,Telekinetic,,,,Nasty Plot,Oblivious,Own Tempo,Regenerator,,,,Psychic,Water,Elemental Attacks,,,,,"Slack Off, Razor Shell",Monster,Water1,10 Days,Beach,Lakes,Rivers,,,Omnivore,Uncommon,,,,Slowpoke,3,,,,,,,,,,,,,
Misdreavus,200,Base,misdreavus,misdreavus,36,6,6,9,9,9,Ghost,,Astonish,Mean Look,Confuse Ray,Small,Featherweight,Flight,Invisibility,Phasing,,,,,Levitate,,,,,,,Ghost,Psychic,Elemental Attacks E,Hexwork,Spellcraft,Weird,,Perish Song,Amorphous,,13 Days,Cave,Forest,Woodlands,,,Nullivore / Psiotroph,Uncommon,,,,,1,,,,,,,,,,,,,
Unown,201,Base,unown,unown,30,7,5,7,5,5,Psychic,,Splash,Teleport,Hidden Power,Small,Light,Flight,Invisibility,Phasing,Telekinetic,Unown Melding,,,Levitate,,,,,,,No moves from Any,,,,,,,,Amorphous,,25 Days,Ruins,,,,,Nullivore,Rare,,,,,3,,,,,,,,,,,,,
Wobbuffet,202,Base,wobbuffet,wobbuffet,114,3,6,3,6,3,Psychic,,Counter,Mirror Coat,Destiny Bond,Medium,Medium,None,,,,,,,Charm,Telepathy,,,,,,Weird,No moves from Any,,,,,,Shadow Tag,Amorphous,,10 Days,Cave,Forest,,,,Herbivore,Rare,,,,Wynaut,3,,,,,,,,,,,,,
Girafarig,203,Base,girafarig,girafarig,42,8,7,9,7,9,Normal,Psychic,Confusion,Stomp,Psychic,Medium,Medium,Telekinetic,,,,,,,Agility,Nasty Plot,Early Bird,Inner Focus,Sap Sipper,,,Dark,Psychic,Elemental Attacks E,Stampeding,,,,,Field,,10 Days,Plains,Savanna,,,,Herbivore,Rare,,,,,3,,,,,,,,,,,,,
Pineco,204,Base,pineco,pineco,30,7,9,4,4,2,Bug,,Protect,Bug Bite,Rapid Spin,Small,Light,Threaded,,,,,,,Sturdy,,,,,,,Bug,Rock,,,,,,"Explosion, SelfDestruct",Bug,,10 Days,Forest,,,,,Omnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Forretress,205,Base,forretress,forretress,48,9,14,6,6,4,Bug,Steel,SelfDestruct,Zap Cannon,Heavy Slam,Large,Heavy,Threaded,,,,,,,Autotomize,Iron Defense,Overcoat,Sturdy,,,,Bug,Rock,Steel,,,,,"Explosion, SelfDestruct, Mirror Shot",Bug,,10 Days,Forest,,,,,Omnivore,Uncommon,,,,Pineco,3,,,,,,,,,,,,,
Dunsparce,206,Base,dunsparce,dunsparce,60,7,7,7,7,5,Normal,,Yawn,Dig,Air Slash,Medium,Medium,Burrow,Flight,,,,,,Coil,Defense Curl,Screech,Rattled,,,,Ground,Elemental Attacks,Winged,,,,,"Glare, Horn Drill",Field,,10 Days,Cave,,,,,Omnivore,Rare,,,,,3,,,,,,,,,,,,,
Gligar,207,Base,gligar,gligar,42,8,11,4,7,9,Ground,Flying,Poison Sting,Quick Attack,Fury Cutter,Small,Medium,Flight,,,,,,,Harden,Hyper Cutter,,,,,,Flying,Ground,Poison,Blades/Claws,Winged,,,"Guillotine, Poison Tail",Bug,,10 Days,Desert,Forest,Mountains,,,Omnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Steelix,208,Base,steelix,steelix,48,9,20,6,7,3,Steel,Ground,Dragon Breath,Iron Tail,Stone Edge,Gigantic,Superweight,Burrow,Hover,,,,,,Autotomize,Rototiller,Screech,Rock Head,Sheer Force,Sturdy,,Ground,Rock,Draconian,Fangs,Magnetism,Steel,,Bind,Mineral,,13 Days,Cave,Mountains,,,,Terravore,Rare,,,,Onix,3,,,,,,,,,,,,,
Steelix,208,Mega,steelix-mega,steelix-mega,48,13,23,6,10,3,Steel,Ground,Dragon Breath,Iron Tail,Stone Edge,Gigantic,Superweight,Burrow,Hover,,,,,,Autotomize,Rototiller,Screech,Rock Head,Sheer Force,Sturdy,Steel Force,Ground,Rock,Draconian,Fangs,Magnetism,Steel,,Bind,Mineral,,13 Days,Cave,Mountains,,,,Terravore,Rare,Steelix,Mega,,Onix,3,,,,,,,,,,,,,
Snubbull,209,Base,snubbull,snubbull,36,8,5,4,4,3,Fairy,,Bite,Lick,Headbutt,Small,Light,Tracker,,,,,,,Charm,Run Away,,,,,,Fairy,Elemental Attacks EF,Fangs,,,,,"Heal Bell, Odor Sleuth",Field,Fairy,10 Days,Urban,,,,,Omnivore,Common,,,,,1,,,,,,,,,,,,,
Granbull,210,Base,granbull,granbull,54,12,8,6,6,5,Fairy,,Take Down,Crunch,Outrage,Medium,Medium,Tracker,,,,,,,Intimidate,Quick Feet,Rattled,,,,,Fairy,Elemental Attacks EF,Fangs,Bruiser,,,,"Heal Bell, Odor Sleuth",Field,Fairy,10 Days,Urban,,,,,Omnivore,Common,,,,Snubbull,3,,,,,,,,,,,,,
Qwilfish,211,Base,qwilfish,qwilfish,42,10,9,6,6,9,Water,Poison,Poison Sting,Toxic Spikes,Brine,Small,Light,Flopper,Fountain,Gilled,Inflatable,Swimmer,,,Intimidate,Poison Point,Swift Swim,,,,,Poison,Water,Piscian,Prickly,,,,Minimize,Water2,,10 Days,Ocean,,,,,Omnivore,Uncommon,,,,,3,,,,,,,,,,,,,
Scizor,212,Base,scizor,scizor,42,13,10,6,8,7,Bug,Steel,Metal Claw,Night Slash,Iron Head,Medium,Heavy,Flight,,,,,,,Focus Energy,Iron Defense,Swords Dance,Swarm,Technician,,,Bug,Flying,Blades/Claws,Steel,,,,,Bug,,13 Days,Forest,Grasslands,Woodlands,,,Omnivore,Rare,,,,Scyther,3,,,,,,,,,,,,,
Scizor,212,Mega,scizor-mega,scizor-mega,42,15,14,7,10,8,Bug,Steel,Metal Claw,Night Slash,Iron Head,Medium,Heavy,Flight,,,,,,,Focus Energy,Iron Defense,Swords Dance,Swarm,Technician,Mega Technician,,Bug,Flying,Blades/Claws,Steel,,,,,Bug,,13 Days,Forest,Grasslands,Woodlands,,,Omnivore,Rare,Scizor,Mega,,Scyther,3,,,,,,,,,,,,,
Shuckle,213,Base,shuckle,shuckle,12,1,23,1,23,1,Bug,Rock,Rollout,Bug Bite,Sticky Web,Small,Medium,None,,,,,,,Exposed,Sturdy,,,,,,Bug,Rock,,,,,,"Shell Smash, Sticky Web, Wrap",Bug,,10 Days,Beach,Cave,Mountains,,,Herbivore,Rare,,,,,3,,,,,,,,,,,,,
Heracross,214,Base,heracross,heracross,48,13,8,4,10,9,Bug,Fighting,Chip Away,Megahorn,Close Combat,Medium,Medium,Flight,,,,,,,Leer,Guts,Swarm,,,,,Bug,Fighting,Horned,Martial (No Punches/Kicks),,,,Arm Thrust,Bug,,13 Days,Forest,,,,,Herbivore,Rare,,,,,3,,,,,,,,,,,,,
Heracross,214,Mega,heracross-mega,heracross-mega,48,19,12,4,11,8,Bug,Fighting,Chip Away,Megahorn,Close Combat,Large,Medium,Flight,,,,,,,Leer,Guts,Swarm,Mega Skill Link,,,,Bug,Fighting,Horned,Martial (No Punches/Kicks),,,,,Bug,,13 Days,Forest,,,,,Herbivore,Rare,Heracross,Mega,,,3,,,,,,,,,,,,,
Sneasel,215,Base,sneasel,sneasel,36,10,6,4,8,12,Dark,Ice,Taunt,Quick Attack,Metal Claw,Medium,Medium,Freezer,Stealth,,,,,,Hone Claws,Screech,Inner Focus,Keen Eye,,,,Dark,Ice,Blades/Claws,Tricky,,,,,Field,,10 Days,Cave,Forest,Mountains,Tundra,,Omnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Teddiursa,216,Base,teddiursa,teddiursa,36,8,5,5,5,4,Normal,,Fury Swipes,Feint Attack,Lick,Small,Light,None,,,,,,,BabyDoll Eyes,Quick Feet,,,,,,Fighting,,,,,,,,Field,,10 Days,Forest,Mountains,Tundra,,,Omnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Ursaring,217,Base,ursaring,ursaring,54,13,8,8,8,6,Normal,,Slash,Thrash,Hammer Arm,Large,Heavy,Tracker,,,,,,,BabyDoll Eyes,Scary Face,Guts,Quick Feet,Unnerve,,,Fighting,Stampeding,,,,,,,Field,,10 Days,Forest,Mountains,Tundra,,,Omnivore,Uncommon,,,,Teddiursa,3,,,,,,,,,,,,,
Slugma,218,Base,slugma,slugma,24,4,4,7,4,2,Fire,,Smog,Ember,Yawn,Small,Medium,Climber,Firestarter,Heater,Sinker,,,,Amnesia,Magma Armor,Flame Body,,,,,Fire,,,,,,,Recover,Amorphous,,10 Days,Volcanoes,,,,,Herbivore / Saprophyte,Uncommon,,,,,1,,,,,,,,,,,,,
Magcargo,219,Base,magcargo,magcargo,36,5,12,8,9,3,Fire,Rock,Rock Slide,Flamethrower,Earth Power,Medium,Heavy,Climber,Firestarter,Heater,Sinker,Groundshaper,,,Amnesia,Flame Body,Magma Armor,Weak Armor,,,,Fire,Rock,,,,,,"Recover, Shell Smash",Amorphous,,10 Days,Volcanoes,,,,,Herbivore / Saprophyte,Uncommon,,,,Slugma,3,,,,,,,,,,,,,
Swinub,220,Base,swinub,swinub,30,5,4,3,3,5,Ice,Ground,Tackle,Powder Snow,MudSlap,Small,Light,Freezer,Tracker,,,,,,Oblivious,,,,,,,Ground,Ice,,,,,,Odor Sleuth,Field,,10 Days,Cave,Mountains,Tundra,,,Omnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Piloswine,221,Base,piloswine,piloswine,60,10,8,6,6,5,Ice,Ground,Endure,Ice Shard,Fury Attack,Large,Medium,Freezer,Tracker,Groundshaper,Strength,,,,Oblivious,Snow Cloak,Amnesia,,,,,Ground,Ice,Stampeding,,,,,Odor Sleuth,Field,,10 Days,Cave,Mountains,Tundra,,,Omnivore,Uncommon,,,,Swinub,2,,,,,,,,,,,,,
Corsola,222,Base,corsola,corsola,42,6,10,7,10,4,Water,Rock,Recover,Ancient Power,Brine,Small,Light,Fountain,Gilled,Swimmer,,,,,Iron Defense,Natural Cure,Regenerator,,,,,Rock,Water,Healer,Prickly,,,,Recover,Water1,Water3,10 Days,Ocean Reefs,Ocean,Beach,,,Phototroph,Common,,,,,3,,,,,,,,,,,,,
Corsola,222,Base/Galarian,corsola-galar,corsola-galar,36,6,10,7,10,3,Ghost,,Curse,Ancient Power,Hex,Medium,Featherweight,Gilled,Swimmer,,,,,,Harden,Weak Armor,,,,,,Ghost,Rock,Water,Elemental Attacks I,Hexwork,Prickly,,"Recover, Strength Sap",Water1,Water3,10 Days,Ocean Reefs,Ocean,Beach,,,Phototroph,Uncommon,,,,,1,,,,,,,,,,,,,
Remoraid,223,Base,remoraid,remoraid,24,7,4,7,4,7,Water,,Water Gun,Psybeam,Aurora Beam,Small,Medium,Fountain,Flopper,Gilled,Swimmer,,,,Hustle,Sniper,,,,,,Water,Munition,,,,,,,Water1,Water2,10 Days,Ocean Floors,Ocean,,,,Carnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Octillery,224,Base,octillery,octillery,48,11,8,11,8,5,Water,,Octazooka,Signal Beam,Bullet Seed,Medium,Medium,Amorphous,Climber,Fountain,Gilled,Swimmer,,,Focus Energy,Sniper,Suction Cups,,,,,Water,Munition,,,,,,"Octolock, Octazooka",Water1,Water2,10 Days,Ocean Floors,Ocean,,,,Carnivore,Uncommon,,,,Remoraid,3,,,,,,,,,,,,,
Delibird,225,Base,delibird,delibird,30,6,5,7,5,8,Ice,Flying,Present,Pound,Drill Peck,Medium,Medium,Flight,Freezer,,,,,,Hustle,Vital Spirit,,,,,,Flying,Ice,Avian,Winged,,,,Present,Water1,Field,10 Days,Mountains,Tundra,,,,Herbivore,Rare,,,,,3,,,,,,,,,,,,,
Mantine,226,Base,mantine,mantine,54,4,7,8,14,7,Water,Flying,Water Pulse,Air Slash,Bounce,Large,Superweight,Fountain,Flight,Gilled,Swimmer,,,,Agility,Swift Swim,Water Absorb,Water Veil,,,,Flying,Water,Piscian,,,,,,Water1,,13 Days,Ocean,,,,,Carnivore,Rare,,,,Mantyke,3,,,,,,,,,,,,,
Skarmory,227,Base,skarmory,skarmory,42,8,14,4,7,7,Steel,Flying,Spikes,Steel Wing,Air Slash,Large,Medium,Flight,,,,,,,Agility,Leer,Keen Eye,Sturdy,Weak Armor,,,Flying,Steel,Avian,Prickly,Winged,,,,Flying,,13 Days,Badlands,Mountains,,,,Carnivore,Rare,,,,,3,,,,,,,,,,,,,
Houndour,228,Base,houndour,houndour,30,6,3,8,5,7,Dark,Fire,Ember,Smog,Bite,Small,Light,Firestarter,,,,,,,Leer,Early Bird,,,,,,Dark,Fire,Fangs,,,,,Odor Sleuth,Field,,10 Days,Badlands,Woodlands,Volcanoes,,,Carnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Houndoom,229,Base,houndoom,houndoom,48,9,5,11,8,10,Dark,Fire,Fire Fang,Flamethrower,Crunch,Medium,Medium,Firestarter,,,,,,,Leer,Nasty Plot,Early Bird,Flash Fire,Unnerve,,,Dark,Fire,Fangs,,,,,Odor Sleuth,Field,,10 Days,Badlands,Woodlands,Volcanoes,,,Carnivore,Uncommon,,,,Houndour,3,,,,,,,,,,,,,
Houndoom,229,Mega,houndoom-mega,houndoom-mega,48,9,9,14,9,12,Dark,Fire,Fire Fang,Flamethrower,Crunch,Large,Medium,Firestarter,,,,,,,Leer,Nasty Plot,Early Bird,Flash Fire,Unnerve,Solar Energy,,Dark,Fire,Fangs,,,,,Odor Sleuth,Field,,10 Days,Badlands,Woodlands,Volcanoes,,,Carnivore,Uncommon,Houndoom,Mega,,Houndour,3,,,,,,,,,,,,,
Kingdra,230,Base,kingdra,kingdra,48,10,10,10,10,9,Water,Dragon,Draco Meteor,Dragon Pulse,Hydro Pump,Large,Heavy,Fountain,Gilled,Swimmer,,,,,Agility,Focus Energy,Leer,Damp,Sniper,Swift Swim,,Water,Draconian,Elemental Attacks I,Dragon,,,,,Water1,Dragon,10 Days,Cave,Ocean Reefs,,,,Omnivore,Uncommon,,,,Seadra,3,,,,,,,,,,,,,
Phanpy,231,Base,phanpy,phanpy,54,6,6,4,4,4,Ground,,Tackle,Rollout,Endure,Small,Medium,None,,,,,,,Defense Curl,Sand Veil,,,,,,Ground,Fangs,Horned,,,,,,Field,,10 Days,Plains,Mountains,,,,Herbivore,Uncommon,,,,,1,,,,,,,,,,,,,
Donphan,232,Base,donphan,donphan,54,12,12,6,6,5,Ground,,Slam,Earthquake,Knock Off,Large,Heavy,Groundshaper,,,,,,,Defense Curl,Scary Face,Sand Veil,Sturdy,,,,Ground,Fangs,Horned,Stampeding,,,,,Field,,10 Days,Plains,Mountains,,,,Herbivore,Uncommon,,,,Phanpy,3,,,,,,,,,,,,,
Porygon2,233,Base,porygon2,porygon2,54,8,9,11,10,6,Normal,,Teleport,Signal Beam,Recover,Medium,Medium,Flight,Wired,,,,,,Agility,Sharpen,Analytic,Download,,,,Elemental Attacks,Normal Block,,,,,,"Conversion, Recover, Tri Attack",Mineral,,10 Days,Urban Plants,,,,,Ergovore,Rare,,,,Porygon,2,,,,,,,,,,,,,
Stantler,234,Base,stantler,stantler,42,10,6,9,7,9,Normal,,Stomp,Jump Kick,Confuse Ray,Medium,Heavy,None,,,,,,,Calm Mind,Sap Sipper,Intimidate,,,,,Psychic,Elemental Attacks E,Kicks,,,,,,Field,,10 Days,Forest,Mountains,Tundra,,,Herbivore,Uncommon,,,,,3,,,,,,,,,,,,,
Smeargle,235,Base,smeargle,smeargle,36,2,4,2,5,8,Normal,,Sketch,Sketch,Sketch,Medium,Medium,None,,,,,,,Own Tempo,Technician,,,,,,No Moves from Any,,,,,,,Sketch,Field,,10 Days,Forest,Urban,,,,Herbivore,Rare,,,,,3,,,,,,,,,,,,,
Tyrogue,236,Base,tyrogue,tyrogue,24,4,4,4,4,4,Fighting,,Fake Out,Tackle,Foresight,Small,Medium,None,,,,,,,Guts,,,,,,,Fighting,,,,,,,Mind Reader,Humanshape,,13 Days,Mountains,Urban,,,,Omnivore,Uncommon,,,,,1,,,,,,,,,,,,,
Hitmontop,237,Base,hitmontop,hitmontop,30,10,10,4,11,7,Fighting,,Triple Kick,Rapid Spin,Detect,Medium,Medium,None,,,,,,,Focus Energy,Intimidate,Guts,Steadfast,Technician,,,Fighting,Kicks,,,,,,"Mind Reader, Triple Kick",Humanshape,,13 Days,Mountains,Urban,,,,Omnivore,Uncommon,,,,Tyrogue,3,,,,,,,,,,,,,
Smoochum,238,Base,smoochum,smoochum,30,3,2,9,7,7,Ice,Psychic,Pound,Lick,Sweet Kiss,Small,Light,Freezer,,,,,,,Oblivious,,,,,,,Ice,Psychic,Cutesy,,,,,"Heart Stamp, Lovely Kiss",Humanshape,,13 Days,Cave,Mountains,Tundra,,,Omnivore,Rare,,,,,1,,,,,,,,,,,,,
Elekid,239,Base,elekid,elekid,30,6,4,7,6,10,Electric,,Quick Attack,Thunder Shock,Low Kick,Small,Medium,Zapper,,,,,,,Leer,Static,,,,,,Electric,Punches,,,,,,Electroweb,Humanshape,,13 Days,Field,Urban Plants,,,,Omnivore,Rare,,,,,1,,,,,,,,,,,,,
Magby,240,Base,magby,magby,30,8,4,7,6,8,Fire,,Ember,Smoke Screen,Feint Attack,Small,Medium,Firestarter,Heater,,,,,,Flame Body,Leer,,,,,,Fire,,,,,,,,Humanshape,,13 Days,Volcanoes,,,,,Omnivore,Rare,,,,,1,,,,,,,,,,,,,
Miltank,241,Base,miltank,miltank,60,8,11,4,7,10,Normal,,Stomp,Rollout,Milk Drink,Medium,Heavy,Genetic Relation,,,,,,,Defense Curl,Sap Sipper,Scrappy,Thick Fat,,,,Elemental Attacks EI,Stampeding,,,,,,"Heal Bell, High Horsepower, Milk Drink",Field,,10 Days,Grasslands,Plains,,,,Herbivore,Rare,,,,,3,,,,,,,,,,,,,
Blissey,242,Base,blissey,blissey,156,1,1,8,14,6,Normal,,Sing,Double Edge,Healing Wish,Medium,Medium,None,,,,,,,Defense Curl,Tail Whip,Friend Guard,Healer,Natural Cure,,,Psychic,Elemental Attacks,Healer,Normal Block,,,,"Minimize, Softboiled, Egg Bomb",Fairy,,20 Days,Forest,,,,,Herbivore,Rare,,,,Chansey,3,,,,,,,,,,,,,
Raikou,243,Base,raikou,raikou,54,9,8,12,10,12,Electric,,Roar,Thunder Fang,Crunch,Large,Heavy,Strength,Zapper,,,,,,Calm Mind,Leer,Inner Focus,Pressure,Volt Absorb,,,Electric,Blades/Claws,Fangs,Weather,,,,,,,,Grasslands,Mountains,,,,Omnivore,Beings of Nature / Oddities,,,,,3,108,Rain Dance,Thunder,,,,,,Legendary Sprint,,,,
Entei,244,Base,entei,entei,72,12,9,9,8,10,Fire,,Roar,Fire Fang,Flamethrower,Large,Superweight,Firestarter,Strength,,,,,,Calm Mind,Leer,Flash Fire,Inner Focus,Pressure,,,Fire,Blades/Claws,Fangs,Weather,,,,,,,,Cave,Mountains,,,,Omnivore,Beings of Nature / Oddities,,,,,3,144,Fire Blast,Eruption,,,,,,Legendary Sprint,,,,
Suicune,245,Base,suicune,suicune,60,8,12,9,12,9,Water,,Ice Fang,Bubble Beam,Aurora Beam,Large,Superweight,Fountain,Strength,,,,,,Calm Mind,Leer,Inner Focus,Pressure,Water Absorb,,,Ice,Water,Blades/Claws,Fangs,Weather,,,,,,,Forest,Grasslands,,,,Omnivore,Beings of Nature / Oddities,,,,,3,120,Hydro Pump,Rain Dance,,,,,,Legendary Sprint,,,,
Larvitar,246,Base,larvitar,larvitar,30,6,5,5,5,4,Rock,Ground,Bite,Chip Away,Endure,Small,Heavy,Sinker,,,,,,,Screech,Guts,,,,,,Ground,Rock,Draconian,,,,,,Monster,,20 Days,Badlands,Mountains,,,,Omnivore / Terravore,Rare,,,,,1,,,,,,,,,,,,,
Pupitar,247,Base,pupitar,pupitar,42,8,7,7,7,5,Rock,Ground,Bide,Rock Slide,Dark Pulse,Medium,Heavy,Sinker,,,,,,,Screech,Guts,Shed Skin,,,,,Ground,Rock,Draconian,,,,,,Monster,,20 Days,Badlands,Mountains,,,,Omnivore / Terravore,Rare,,,,Larvitar,2,,,,,,,,,,,,,
Tyranitar,248,Base,tyranitar,tyranitar,60,13,11,10,10,6,Rock,Dark,Sandstorm,Crunch,Earthquake,Large,Superweight,Sinker,Groundshaper,,,,,,Screech,Guts,Sand Stream,Unnerve,,,,Ground,Rock,Draconian,Dark,Dragon,Stampeding,,,Monster,,20 Days,Badlands,Mountains,,,,Omnivore / Terravore,Rare,,,,Pupitar,3,,,,,,,,,,,,,
Tyranitar,248,Mega,tyranitar-mega,tyranitar-mega,60,16,15,10,12,7,Rock,Dark,Sandstorm,Crunch,Earthquake,Large,Superweight,Sinker,Groundshaper,,,,,,Screech,Guts,Sand Stream,Sand Vortex,,,,Ground,Rock,Draconian,Dark,Dragon,Stampeding,,,Monster,,20 Days,Badlands,Mountains,,,,Omnivore / Terravore,Rare,Tyranitar,Mega,,Pupitar,3,,,,,,,,,,,,,
Lugia,249,Base,lugia,lugia,66,9,13,8,14,9,Psychic,Flying,Dragon Rush,Extrasensory,Hydro Pump,Huge,Superweight,Telepath,Flight,Strength,Gilled,Guster,Intelligence,Swimmer,Pressure,Calm Mind,,,,,,Flying,Psychic,Water,Avian,Winged,,,,,,,Arctic,Ocean,,,,Omnivore,Beings of Nature / Oddities,,,,,3,264,Recover,,,Aeroblast,,,,Master of Birds,Guardian Multiscale,,,
Hooh,250,Base,hooh,hooh,66,13,9,11,15,9,Fire,Flying,Extrasensory,Future Sight,Brave Bird,Huge,Superweight,Firestarter,Telepath,Strength,Intelligence,Guster,Flight,,Pressure,Regenerator,Calm Mind,,,,,Fire,Flying,Psychic,Avian,Winged,,,,,,,Forest,Mountains,,,,Omnivore,Beings of Nature / Oddities,,,,,3,264,Recover,,,Sacred Fire,,,,Master of Beasts,,,,
Celebi,251,Base,celebi,celebi,60,10,10,10,10,10,Psychic,Grass,Confusion,Magical Leaf,Future Sight,Small,Light,Telepath,Telekinetic,Sprouter,Invisibility,Intelligence,Flight,,Calm Mind,Natural Cure,,,,,,Grass,Psychic,Cutesy,Healer,Winged,,,,,,,Forest,Rainforests,,,,Phototroph,Beings of Nature / Oddities,,,,,3,180,Recover,Leaf Storm,,,,,,Guardian of the Forest,,,Time Traveller,
Treecko,252,Base,treecko,treecko,24,5,4,7,6,7,Grass,,Pound,Absorb,Quick Attack,Small,Light,Climber,Sprouter,,,,,,Leer,Overgrow,,,,,,Grass,,,,,,,,Monster,Dragon,10 Days,Forest,,,,,Omnivore,Rare,,,,,1,,,,,,,,,,,,,
Grovyle,253,Base,grovyle,grovyle,30,7,5,9,7,10,Grass,,Fury Cutter,Pursuit,Leaf Blade,Medium,Medium,Climber,Sprouter,,,,,,Agility,Leer,Overgrow,,,,,Grass,Blades/Claws,Draconian,,,,,,Monster,Dragon,10 Days,Forest,,,,,Omnivore,Rare,,,,Treecko,2,,,,,,,,,,,,,
Sceptile,254,Base,sceptile,sceptile,42,9,7,11,9,12,Grass,,Dual Chop,XScissor,Leaf Storm,Large,Medium,Climber,Sprouter,,,,,,Agility,Screech,Leaf Guard,Overgrow,,,,Grass,Blades/Claws,Draconian,,,,,Frenzy Plant,Monster,Dragon,10 Days,Forest,,,,,Omnivore,Rare,,,,Grovyle,3,,,,,,,,,,,,,
